account_id,balance,days_past_due,recovery_probability
0256b169-1347-404a-bc38-32ae48a5b7cd,565.9007204453792,121,0.4131974669974873
b4d2c6b8-bb72-4d59-b96e-6c7fd168cac6,4605.792902316195,108,0.28652345686107333
944e5787-c7f2-442d-9b7e-7e22f83cc086,3221.1098124355644,74,0.5575070861915132
51c8aa0a-cec6-44f2-b41f-a209bec7086b,891.6645179154993,171,0.15977247000954117
3f2db726-6773-405a-b68d-953825be49b6,2283.444773915638,116,0.40675235571583407
f1df951e-89da-4ce9-9ab2-8629af32513b,347.77749529332857,154,0.22838546722551437
dc15fde5-3a52-4a18-a75a-6cdf89232bb7,8514.791594644088,98,0.28647024830587564
51100f73-c880-48cc-9fac-b77b05f01d2b,144.2425510991567,146,0.12298733566871728
382876a7-6575-4c17-bf5c-17a998b0c148,4107.691995117983,76,0.4113693075484911
6bc1460e-b788-4990-a9c5-47738f989a53,739.8278899901325,18,0.6996572852424533
b5f0c3a5-48dc-4894-a5f6-e257637ae0f6,1474.7703962189662,95,0.4463348065548801
b078aacf-3aa4-4e9e-9232-a917cbc0def0,1767.2902286535416,37,0.7500240814086163
1b74dfc3-0dbb-4b27-9152-37a331d819fd,2027.4330316138544,109,0.43185779929542145
cc6028a6-8c25-48a7-b2eb-7c9d407df439,4535.646180699495,44,0.8195306896452925
b4f9bbcd-6231-405b-9188-74f231acc9ef,10884.012530462831,2,0.33898881324454516
d0de1cce-dc99-4ab4-964f-dae4f0cd8a6c,2118.152013348522,54,0.7757996280622188
a1b7c2e4-0000-44d9-9fb8-ceab45134aee,246.52715508117325,28,0.8253991473293132
2de2d173-bc28-4ffc-adc5-b03f22ae27a4,2309.6092677432453,74,0.470152944027649
ca969333-2133-4487-b293-3683b393549d,2471.7465042966032,170,0.2033575771148064
bffb87fd-2882-447e-bbd4-8384560e120c,194.25378271910878,15,0.9541304447353904
7aa8505e-776f-454f-9e49-0d1dc70def7f,3625.781834596307,73,0.4154914121721782
6aeea3db-d788-4c40-b1f2-a76af4440379,3473.66289791096,153,0.11077649936944654
2580c737-1086-4939-93a4-92cccc210ee6,4966.614563366655,145,0.23578149381804758
95439a06-86ab-4831-9594-dccfc6f53d39,388.55755445413774,5,0.8594376173170408
29ba6c3d-e386-427c-a266-d0e14de0b1ce,1997.2655018684259,19,0.7095518967224737
6de73ced-bafb-4b88-a6a5-8410cb0729c2,1891.9377473739908,22,0.7773490329693542
41b9fb61-bee7-4935-99ac-0b96bccd990c,2530.880740824654,51,0.40779207592246963
28679410-a115-4493-b56d-02c931b8b07f,7267.928620387232,161,0.0
0b36e08b-4d87-481e-a987-4b5143dd92c3,249.68687024879537,124,0.2503124955059386
6364cc50-8b91-4e4f-b3ea-7ab7f1631f07,311.5373573878931,40,0.7553417436570452
debc31eb-a452-41d4-9106-709bf6d5a936,1057.9256426803959,154,0.22415235367360237
19e32ad1-6cc6-4bf0-b608-ef75b64752e5,3411.5640473228837,30,0.8787645336039881
3f890dc7-d820-4187-9257-9b4e861601e1,673.8026062369474,84,0.6229939657942111
1d88d33b-ce64-4b6a-ab8a-1323c17a5eec,1118.4911994372437,171,0.3499182012554731
951de3d2-5073-4fb5-a4d4-764f5009a564,3710.64551520249,116,0.2138683636817903
ae0ad319-7c35-4ad6-a99d-ee29851441c0,3256.2183944912326,58,0.5856191476313198
7e5db4d6-9de0-4444-bd81-bcab0ce83454,2310.443659176546,19,0.8272766030700658
0d689cd3-f8ff-41f3-b4aa-c0569c44b403,1546.497509668109,127,0.24685144397310266
7b381fd3-e16f-4c56-bace-fc73021104d7,2451.643286743959,111,0.3768651227126105
22230cc5-5f27-4419-aa63-66e0ed50e581,6161.175537714877,8,0.7152461386889666
8d9520fa-81ce-4960-8fcc-8c2db98caf23,363.66772200468785,129,0.4683722729471764
5596a466-0b56-4c91-a194-9368bd22b920,2148.346986790788,118,0.2843710495549539
06f249f6-ecb2-4a33-a59c-ed6f91a7b0cc,966.8763097419295,108,0.3839031063494573
7d4fe661-46a5-446c-9e7f-4bc20e73f854,9320.000845953,98,0.3697828039145663
c3f8d04e-f578-4da0-b00f-db395c4c6d46,2221.625074332755,62,0.7300789360801554
1c556790-41d4-498f-b243-1bace368df87,9657.021053400338,150,0.02990666173298772
5f56ac86-f3d7-4046-8d91-01dc153e61e7,309.8851938417005,130,0.5178731509458525
7ece87cb-a02d-4253-bc1e-ec5cb7fc9dc6,246.111215252685,147,0.36741204282427425
ddaa6fe1-f963-4360-87d2-e6df4f96a540,389.6683667735028,93,0.5606746202599743
7e9e0377-c65f-438b-b1dc-653bb7c0d5b7,924.3875558134987,117,0.2884540911633302
3b915c98-ac8c-4991-bd09-6dc570bd2a2a,582.902887750351,41,0.8213965236401788
2e4aa0da-1afb-4b27-8019-132ff5beff12,2809.5565028677647,87,0.5762362206528523
e74ad440-81b0-4100-8abb-6f5830fdb925,826.562312582488,13,0.8903464415821545
e4ed76e4-079d-443d-93b9-612ab0adc684,891.9725154578439,138,0.3831570161346441
e1fe797d-29d7-4ab5-9e0e-5da300ce3b0e,9726.086825775366,157,0.0
128a7b03-9a98-44f6-b142-beaafed4d4bd,1082.017926859178,146,0.2321940709286912
fbdb5aa9-d27e-4062-8563-d57c708f9a85,28.812277266474343,1,0.9449440166233387
fd02cff5-eb43-4274-8372-a93cccfb3f72,226.42005136016925,94,0.4316576387216068
ac4897cb-6c8d-4ce9-98e7-f243fb5cb9f4,935.7213502181077,43,0.6889775216099486
977ba106-2c0b-4fec-8f7e-9d9fecc81a57,415.12462685586473,66,0.4924013912894426
e66a366d-5ca3-4551-b720-09da3fafa72e,3130.4815002567157,91,0.4905735135544145
66b1eada-ee2c-40e1-b544-f06faf864246,957.094139967145,5,0.9926984930955576
094023d2-7df7-4f33-89c3-85438bc137b9,10100.976715345672,175,0.0
af44f430-ebe5-4c44-96b9-47853eb62123,993.6535361233549,61,0.7344339003625369
08449bbe-a661-42fd-8bab-19d758478111,4352.850435456757,156,0.11841817836979376
a44cd529-73dc-43a5-b0ce-e5241a0ec79a,2753.034834451615,113,0.395574671406649
58373610-a9fb-4ed6-b201-a000a46cfe0a,92.25747162681715,114,0.47994314377493213
5d4dfbd1-3bd2-4f1f-ace2-d4d7304cb8fa,794.8405040434318,137,0.3576319086847201
30370c3b-cd68-4c6e-9986-8c333288c3c7,51.0000270339986,169,0.08971007567349437
